housing_address,housing_room_count,housing_type,housing_price,housing_selling_method,housing_seller_agency,housing_date_sold,housing_cbd_distance,housing_bedroom_count,housing_bathroom_count,housing_garage_count,housing_land_size,housing_building_area,housing_year_built,housing_lattitude,housing_longitude,suburb_id
17 Nyah St,3,h,1031100.0,S,Nelson,9/09/2017,11.7,3.0,1.0,1.0,602.0,,,-37.73514,144.86778,59
14 Paul Av,3,h,1076500.0,S,Nelson,9/09/2017,11.7,3.0,1.0,1.0,638.0,,,-37.73951,144.86798000000005,59
61 Truro Cr,3,h,680000.0,PI,Brad,9/09/2017,15.5,3.0,2.0,2.0,651.0,,1991.0,-37.69727,144.79371,180
118 Derby St,3,h,1950000.0,S,Woodards,9/09/2017,5.4,3.0,1.0,3.0,706.0,,,-37.79793,145.03833999999995,61
38 Bennett Pde,3,h,1700000.0,S,hockingstuart,9/09/2017,7.3,3.0,1.0,2.0,579.0,,,-37.79733,145.06047,62
11 Coleman Av,4,h,2000000.0,VB,Marshall,9/09/2017,7.3,4.0,1.0,1.0,704.0,,,-37.79349000000001,145.04611,62
29 Elm Gr,3,h,1655000.0,SA,RT,9/09/2017,7.3,3.0,2.0,1.0,822.0,,,-37.78896,145.04728,62
62 Kilby Rd,4,h,1980000.0,VB,Fletchers,9/09/2017,7.3,4.0,2.0,3.0,846.0,,,-37.79187,145.0487,62
7 Albion St,3,h,915000.0,S,Jas,9/09/2017,6.4,3.0,2.0,4.0,463.0,,,-37.81045,144.87311,123
165 Chirnside St,3,h,1100000.0,PI,Jas,9/09/2017,6.4,3.0,2.0,0.0,275.0,122.0,1910.0,-37.81196,144.88208999999995,123
28 Duncan Rd,3,h,685000.0,S,Stockdale,9/09/2017,16.3,3.0,1.0,1.0,548.0,,,-37.66649,145.0125,183
26 Newton Cr,3,h,741000.0,S,HAR,9/09/2017,16.3,3.0,1.0,1.0,672.0,,,-37.66486,145.02014,183
19 Howard St,2,h,865000.0,S,Biggin,9/09/2017,6.4,2.0,1.0,2.0,327.0,131.0,1950.0,-37.78947,144.88105,64
57 Edsall St,3,h,1510000.0,PI,Marshall,9/09/2017,5.9,3.0,1.0,0.0,228.0,156.0,1900.0,-37.86115,145.03217,65
18 Vickery St,4,h,2525000.0,S,Jellis,9/09/2017,8.4,4.0,2.0,2.0,576.0,,,-37.87427,145.05014,66
343 Waverley Rd,3,h,1902000.0,S,Marshall,9/09/2017,8.4,3.0,2.0,2.0,728.0,,,-37.87742,145.06162,66
13 Manna Ct,3,h,473000.0,S,Stockdale,9/09/2017,17.4,3.0,1.0,2.0,501.0,129.0,1992.0,-37.64343,144.91193,266
71 Hume Av,4,h,410000.0,S,hockingstuart,9/09/2017,29.8,4.0,1.0,2.0,578.0,104.0,1980.0,-37.71077,144.57198,236
14A Teague Av,3,t,875000.0,S,hockingstuart,9/09/2017,20.0,3.0,2.0,2.0,165.0,19.0,,-37.97904000000001,145.06385,238
13 Leonardo Dr,4,h,720000.0,S,HAR,9/09/2017,25.9,4.0,2.0,2.0,573.0,245.0,,-37.60686,145.08615,186
136 Page St,5,h,6400000.0,S,Marshall,9/09/2017,3.0,5.0,2.0,1.0,553.0,308.0,1920.0,-37.84908,144.95753,69
253 Richardson St,2,h,1500000.0,VB,Greg,9/09/2017,3.0,2.0,1.0,1.0,194.0,,,-37.8503,144.96376,69
34 Border Dr,3,h,710000.0,S,Love,9/09/2017,17.9,3.0,2.0,2.0,585.0,,,-37.65027,145.06136,187
3 Rosehill Ct,4,h,757000.0,S,Darren,9/09/2017,17.9,4.0,2.0,3.0,800.0,270.0,1985.0,-37.67217,145.0642,187
53 Dunlavin Rd,4,h,1200000.0,VB,Fletchers,9/09/2017,17.2,4.0,3.0,2.0,367.0,334.0,2015.0,-37.81338,145.18551000000005,188
15 Tirana St,3,h,1237000.0,S,Noel,9/09/2017,17.2,3.0,2.0,2.0,534.0,187.0,1970.0,-37.81059000000001,145.18975,188
1/12 Hotham St,2,u,850000.0,SP,hockingstuart,9/09/2017,10.2,2.0,1.0,1.0,2243.0,,,-37.81452,145.10884,70
13 Hudson St,3,h,1205000.0,S,Nelson,9/09/2017,6.2,3.0,1.0,1.0,375.0,118.0,1910.0,-37.76464,144.91035,71
11 Murray St,3,h,1240000.0,S,Jellis,9/09/2017,6.2,3.0,2.0,2.0,784.0,172.0,2007.0,-37.75947,144.92542,71
327 Hull Rd,3,h,720000.0,S,Fletchers,9/09/2017,26.5,3.0,1.0,1.0,862.0,97.0,1960.0,-37.78329,145.32271,239
6 Caper Ct,3,h,888000.0,S,Harcourts,9/09/2017,18.8,3.0,1.0,1.0,644.0,,,-37.92509,145.16754,240
337 Murrumbeena Rd,3,t,922000.0,S,Buxton,9/09/2017,10.1,3.0,2.0,2.0,219.0,,,-37.90584000000001,145.06169,124
26 Mirls St,4,h,1567000.0,S,Sweeney,9/09/2017,6.2,4.0,2.0,2.0,409.0,181.0,1910.0,-37.84445,144.87966,73
211A Woods St,4,h,980000.0,SP,RT,9/09/2017,6.2,4.0,3.0,2.0,622.0,,2005.0,-37.84471,144.86594,73
63 Nolan St,4,h,1370000.0,S,Nelson,9/09/2017,10.4,4.0,3.0,2.0,634.0,251.0,2017.0,-37.74101,144.88478,74
39 Valias St,4,h,902000.0,S,Gardiner,9/09/2017,21.1,4.0,2.0,0.0,1457.0,147.0,1970.0,-37.72548,145.20868000000004,268
13 Thomson St,3,h,1341500.0,SP,Jellis,9/09/2017,5.3,3.0,1.0,1.0,272.0,,1950.0,-37.77986,145.00772,76
36 Winifred St,4,h,1685000.0,S,Nelson,9/09/2017,5.3,4.0,1.0,1.0,442.0,112.0,1920.0,-37.76917,144.98606,76
9 Young St,4,h,1495000.0,SP,Barry,9/09/2017,12.3,4.0,2.0,1.0,581.0,179.0,1950.0,-37.90706,145.09524,130
24 Columbia St,3,h,1110000.0,S,Buxton,9/09/2017,15.5,3.0,1.0,2.0,704.0,120.0,1970.0,-37.93409000000001,145.08383,78
672 North Rd,3,h,1103000.0,SP,Buxton,9/09/2017,11.4,3.0,1.0,2.0,401.0,134.0,1960.0,-37.90491,145.04568,125
5 Alameda St,4,h,1630000.0,S,Hodges,9/09/2017,21.5,4.0,2.0,2.0,554.0,,,-37.99323,145.0744,195
1 Robert St,4,h,1230000.0,PI,Buxton,9/09/2017,21.5,4.0,2.0,2.0,787.0,,,-37.98616,145.08139,195
10 Ray St,3,h,850000.0,S,Jellis,9/09/2017,8.5,3.0,1.0,3.0,446.0,,,-37.73366,144.94321000000005,80
32 Page Av,4,h,1631000.0,S,Marshall,9/09/2017,3.5,4.0,3.0,2.0,362.0,,,-37.83467,144.92775,81
1 Princes Pl,3,h,1845000.0,S,Greg,9/09/2017,3.5,3.0,3.0,2.0,114.0,240.0,2009.0,-37.83981,144.9364,81
346 Princes St,3,h,1000000.0,S,Cayzer,9/09/2017,3.5,3.0,1.0,0.0,99.0,96.0,1890.0,-37.83509,144.94286,81
6 Gooch St,1,h,1475000.0,S,Marshall,9/09/2017,4.6,1.0,1.0,4.0,192.0,,,-37.85553,145.00261,82
22 Irving Av,3,h,1650000.0,S,hockingstuart,9/09/2017,4.6,3.0,1.0,0.0,435.0,200.0,1966.0,-37.85793,145.00734,82
69 Jensen Rd,3,h,1072500.0,S,RW,9/09/2017,8.4,3.0,1.0,2.0,588.0,,,-37.73787,145.0229,83
24 Regent St,3,h,920000.0,SP,Nelson,9/09/2017,8.4,3.0,1.0,2.0,465.0,,1930.0,-37.73027,145.00189,83
34 Elsey Rd,3,h,750000.0,VB,Stockdale,9/09/2017,12.0,3.0,1.0,3.0,611.0,,,-37.70486,145.01169,84
753 Gilbert Rd,3,h,755000.0,S,hockingstuart,9/09/2017,12.0,3.0,1.0,1.0,482.0,109.0,1965.0,-37.7197,144.99295,84
55 Keon Pde,2,h,680000.0,S,Ray,9/09/2017,12.0,2.0,1.0,2.0,576.0,,,-37.69573,145.01689,84
27 Ramleh Rd,3,h,870000.0,SP,RW,9/09/2017,12.0,3.0,1.0,2.0,741.0,,,-37.70846,145.03038999999995,84
69 Buckingham St,3,h,1525000.0,VB,Jellis,9/09/2017,2.4,3.0,2.0,0.0,195.0,122.0,1890.0,-37.81384,145.00358,85
50 Farmer St,3,h,1200000.0,S,Biggin,9/09/2017,2.4,3.0,1.0,1.0,151.0,,,-37.8264,145.00935,85
36/73 River St,2,u,592000.0,SA,Jellis,9/09/2017,2.4,2.0,2.0,1.0,14294.0,77.0,2006.0,-37.81894000000001,145.01314,85
25 Georges Rd,2,h,1040000.0,S,hockingstuart,9/09/2017,19.9,2.0,1.0,1.0,766.0,100.0,1950.0,-37.80902,145.23561,241
8 Ian Av,4,h,800000.0,PI,Philip,9/09/2017,21.3,4.0,2.0,2.0,650.0,112.0,1960.0,-37.80103,145.25368,197
32 Heron Ct,4,h,1050000.0,S,Ray,9/09/2017,19.9,4.0,2.0,2.0,770.0,,,-37.78929,145.2458,257
11 Greville Rd,4,h,1800000.0,VB,Fletchers,9/09/2017,8.9,4.0,2.0,2.0,635.0,276.0,1955.0,-37.74586,145.07392,86
18 Colchester Cct,3,h,580500.0,S,YPA,9/09/2017,20.6,3.0,2.0,2.0,568.0,147.0,2003.0,-37.61562,144.92606,242
50 Bamfield St,4,h,2700000.0,S,hockingstuart,9/09/2017,15.2,4.0,2.0,1.0,722.0,318.0,1890.0,-37.94804,145.00756,200
121 Sandringham Rd,5,h,2290000.0,S,Marshall,9/09/2017,15.2,5.0,3.0,2.0,553.0,273.0,1925.0,-37.95185,145.01859,200
2 Trentham St,5,h,2220000.0,S,Buxton,9/09/2017,15.2,5.0,3.0,1.0,545.0,,,-37.94953,145.00607,200
1 Victory St,3,h,1725000.0,S,Buxton,9/09/2017,15.2,3.0,1.0,2.0,493.0,117.0,1915.0,-37.94901,145.01167,200
6 Manyung Ct,3,h,770000.0,S,hockingstuart,9/09/2017,35.4,3.0,1.0,1.0,591.0,130.0,1963.0,-38.09864,145.13128999999995,201
206 Montague St,2,h,1355000.0,S,Marshall,9/09/2017,1.9,2.0,1.0,0.0,109.0,78.0,1900.0,-37.83423,144.95243,88
54 Palmerston Cr,3,h,1210000.0,PI,Greg,9/09/2017,1.9,3.0,2.0,,149.0,,,-37.83474,144.96917,88
349 Park St,2,h,1180000.0,S,Greg,9/09/2017,1.9,2.0,1.0,,140.0,,,-37.83745,144.95459,88
40 Smith St,2,h,970000.0,VB,Marshall,9/09/2017,1.9,2.0,1.0,,82.0,,1900.0,-37.83606,144.95164,88
14 The Avenue,3,h,540000.0,S,The,9/09/2017,20.5,3.0,2.0,2.0,362.0,152.0,2005.0,-37.6366,145.07226,203
2 Hopetoun Gr,3,h,1360000.0,S,Jellis,9/09/2017,2.7,3.0,1.0,,250.0,98.0,1900.0,-37.84324,144.99933,89
67 Wilson St,2,h,1460000.0,S,hockingstuart,9/09/2017,2.7,2.0,1.0,,175.0,,,-37.84401,144.99839,89
3 Kemp Pl,3,h,388000.0,S,L,9/09/2017,31.7,3.0,1.0,0.0,650.0,114.0,,-37.57281,144.70015,206
39 Mitchells La,3,h,493000.0,S,Raine,9/09/2017,31.7,3.0,1.0,,650.0,,,-37.58562,144.71581,206
11 Perceval St,3,h,498500.0,S,Brad,9/09/2017,31.7,3.0,2.0,2.0,688.0,,,-37.57367,144.71842,206
32 Cumberland St,3,h,770000.0,S,Douglas,9/09/2017,10.5,3.0,1.0,2.0,608.0,130.0,1960.0,-37.77388,144.84368999999995,95
57 Guildford Rd,5,h,3625000.0,S,Marshall,9/09/2017,10.2,5.0,3.0,2.0,1011.0,327.0,1910.0,-37.82191,145.09212,97
34 Marcus Rd,4,h,1585000.0,S,Barry,9/09/2017,12.4,4.0,4.0,2.0,386.0,147.0,1965.0,-37.76918,145.10445,98
274 Station St,6,h,931000.0,S,HAR,9/09/2017,15.3,6.0,3.0,3.0,646.0,,,-37.67522,145.01554,211
1 Newlands Ct,4,h,925000.0,S,Ray,9/09/2017,14.7,4.0,3.0,4.0,534.0,176.0,1975.0,-37.85298,145.23935,215
127 Fraser Cr,6,h,1155000.0,S,Biggin,9/09/2017,14.7,6.0,3.0,3.0,754.0,,,-37.88153,145.23003,216
22 Broadwater Dr,4,h,1232000.0,SP,Ray,9/09/2017,21.5,4.0,2.0,2.0,620.0,244.0,2004.0,-38.01345,145.1342,300
45 High St,3,h,595000.0,S,YPA,9/09/2017,14.7,3.0,1.0,2.0,662.0,,,-37.89302,144.65938,217
1 Scott St,4,h,621000.0,S,hockingstuart,9/09/2017,14.7,4.0,2.0,2.0,556.0,177.0,2001.0,-37.89463,144.66857,217
12 Walpa Ct,3,h,616000.0,S,Barry,9/09/2017,16.5,3.0,1.0,3.0,681.0,,,-37.67332,144.9022,218
40 Queen St,3,h,1470000.0,S,Raine,9/09/2017,6.8,3.0,1.0,1.0,508.0,,,-37.85265,144.89376,104
2/157 Peel St,2,u,810000.0,S,McGrath,9/09/2017,4.6,2.0,1.0,1.0,652.0,,2013.0,-37.85556,144.99063,106
74 Lehmanns Rd,3,t,420000.0,S,Ray,9/09/2017,25.5,3.0,2.0,2.0,167.0,,,-37.60949,145.0382,220
18 Wigan Cl,4,h,730000.0,PI,hockingstuart,9/09/2017,25.5,4.0,2.0,2.0,400.0,248.0,2012.0,-37.61729,145.0238,220
28 Cranbrook St,3,h,826000.0,SP,RT,9/09/2017,6.3,3.0,2.0,2.0,492.0,,2017.0,-37.82413,144.87513,108
279 Hyde St,4,h,800000.0,VB,Village,9/09/2017,6.3,4.0,2.0,2.0,277.0,142.0,1950.0,-37.8215,144.89614,108
96 Pentland Pde,3,h,1100000.0,VB,hockingstuart,9/09/2017,6.3,3.0,1.0,0.0,221.0,137.0,1948.0,-37.81284,144.89158999999995,108
13 Valencia St,4,h,1650000.0,SP,Barry,16/09/2017,7.5,4.0,2.0,1.0,484.0,186.0,1950.0,-37.7609,144.89886,109
121 Richardson St,3,h,1960000.0,S,hockingstuart,16/09/2017,3.0,3.0,2.0,,152.0,161.0,1900.0,-37.84662,144.95675,2
6 Myrtle Gr,3,h,1248500.0,S,RT,16/09/2017,11.0,3.0,1.0,3.0,710.0,,,-37.87182,144.816,4
27 Beuron Rd,3,h,1001000.0,S,Greg,16/09/2017,9.4,3.0,1.0,2.0,667.0,,,-37.82872,144.84558,5
4 Seventh Av,3,h,770000.0,S,Greg,16/09/2017,9.4,3.0,1.0,2.0,549.0,,,-37.84476,144.8472,5
20 Kooyong Rd,3,t,1715000.0,SP,Marshall,16/09/2017,6.3,3.0,3.0,1.0,1889.0,141.0,1920.0,-37.86109,145.01994,6
45 Northcote Rd,3,h,1450000.0,VB,hockingstuart,16/09/2017,6.3,3.0,1.0,,245.0,,,-37.85335,145.01698000000005,6
69 Gloucester Rd,3,h,1555000.0,S,Jellis,16/09/2017,10.2,3.0,1.0,4.0,649.0,101.0,1950.0,-37.87,145.08803,8
85 Nepean Hwy,3,h,1300000.0,PI,Ray,16/09/2017,21.5,3.0,2.0,2.0,673.0,,,-38.02094,145.09736999999996,274
14 Chris Ct,3,h,870000.0,S,Buxton,16/09/2017,21.5,3.0,2.0,2.0,587.0,,,-38.02105,145.11982,290
1/75 Canning St,2,u,470000.0,S,Brad,16/09/2017,9.5,2.0,1.0,1.0,1150.0,,1970.0,-37.77091,144.86571,10
23 Nungerner St,3,h,2730000.0,S,Jellis,16/09/2017,7.9,3.0,2.0,2.0,679.0,203.0,1940.0,-37.80576,145.06978999999995,12
1 Page St,3,h,2350000.0,S,Fletchers,16/09/2017,9.7,3.0,2.0,2.0,625.0,,,-37.80245,145.07963,13
3/38 Severn St,2,u,905000.0,S,Nelson,16/09/2017,9.7,2.0,1.0,1.0,132.0,,1960.0,-37.79681,145.06903,13
19 Bolton St,5,h,3778000.0,S,Buxton,16/09/2017,17.3,5.0,4.0,4.0,1254.0,465.0,1980.0,-37.97775,145.02754,144
7 Haydens Rd,3,t,2030000.0,PI,Buxton,16/09/2017,17.3,3.0,3.0,2.0,725.0,,,-37.98667,145.02796,144
4 Clairmont Av,4,h,2210000.0,S,Jellis,16/09/2017,11.4,4.0,3.0,2.0,557.0,233.0,1940.0,-37.92098,145.02422,14
7 Lockwood St,4,h,1450000.0,PI,Buxton,16/09/2017,11.4,4.0,2.0,2.0,689.0,,,-37.93031,145.03816,14
794 North Rd,4,h,1520000.0,S,Buxton,16/09/2017,13.8,4.0,2.0,2.0,648.0,,,-37.90609,145.0551,15
21 Yaralla Rd,3,h,1070000.0,VB,Jellis,16/09/2017,13.8,3.0,1.0,3.0,585.0,105.0,1960.0,-37.92041,145.07901,15
2 Furness St,5,h,1900000.0,VB,Jellis,16/09/2017,13.4,5.0,3.0,2.0,1003.0,270.0,1960.0,-37.82665,145.1518,223
27 Gerald St,4,h,1850000.0,VB,Noel,16/09/2017,13.4,4.0,2.0,2.0,628.0,287.0,2012.0,-37.82942,145.16714,223
352 Middleborough Rd,3,h,1040000.0,VB,Noel,16/09/2017,13.4,3.0,1.0,2.0,700.0,,,-37.82378,145.13778,223
152 Middleborough Rd,4,h,1100000.0,S,Ray,16/09/2017,13.4,4.0,3.0,2.0,592.0,168.0,2017.0,-37.84307,145.13419,250
16B Newberry Av,4,t,1830000.0,S,hockingstuart,16/09/2017,27.0,4.0,3.0,2.0,353.0,222.0,2004.0,-38.06189000000001,145.11766,225
40 Allanfield Cr,3,h,700000.0,S,Fletchers,16/09/2017,25.0,3.0,1.0,1.0,439.0,112.0,1970.0,-37.86205,145.25333,146
45 Rose St,3,h,1725000.0,PI,Lindellas,16/09/2017,10.9,3.0,1.0,2.0,667.0,,,-37.82132,145.12891000000005,16
35 Shepherd St,3,h,840000.0,S,Douglas,16/09/2017,8.6,3.0,1.0,2.0,620.0,93.0,1960.0,-37.78311,144.85331000000005,17
1 Airlie St,3,h,1342000.0,S,Marshall,16/09/2017,10.5,3.0,1.0,3.0,287.0,110.0,1910.0,-37.88879,144.99833,18
1 Leonie Ct,3,t,1960000.0,PI,Buxton,16/09/2017,10.5,3.0,2.0,2.0,709.0,36.0,1960.0,-37.91414,145.00527,18
7 Oak Gr,4,h,2410000.0,S,Jellis,16/09/2017,10.5,4.0,3.0,4.0,569.0,,,-37.90192,145.00094,18
176 Albert St,2,h,911000.0,SP,Nelson,16/09/2017,5.2,2.0,1.0,1.0,132.0,77.0,1905.0,-37.7697,144.96866,20
4/135 Brunswick Rd,2,t,640000.0,S,Stockdale,16/09/2017,5.2,2.0,1.0,1.0,82.0,2.0,,-37.77761,144.96832,20
5 McPherson St,4,h,1820000.0,PI,Jellis,16/09/2017,5.2,4.0,2.0,2.0,317.0,288.0,2017.0,-37.75792,144.97218,20
4/831 Park St,1,u,170000.0,VB,Nelson,16/09/2017,5.2,1.0,1.0,0.0,1250.0,,,-37.77685,144.95188000000005,20
8 Hamer St,2,h,1265000.0,S,Nelson,16/09/2017,4.0,2.0,1.0,3.0,439.0,,,-37.76766,144.97638,111
33 Holmes St,2,h,950000.0,S,Nelson,16/09/2017,4.0,2.0,2.0,1.0,224.0,89.0,1900.0,-37.75995,144.97413,111
21 Millicent Av,4,h,1225000.0,VB,Jellis,16/09/2017,10.8,4.0,1.0,2.0,753.0,130.0,1960.0,-37.77592,145.09714,22
54 Linacre Dr,5,h,1505000.0,S,Barry,16/09/2017,12.1,5.0,3.0,2.0,659.0,179.0,2015.0,-37.68591,145.07825,149
1 Oxford Dr,4,h,730000.0,S,Ray,16/09/2017,12.1,4.0,2.0,2.0,538.0,144.0,1970.0,-37.7002,145.06517,149
9 Glengarry Av,5,h,1775000.0,S,Lindellas,16/09/2017,10.4,5.0,2.0,3.0,791.0,,1960.0,-37.84352,145.11981,23
12 Patterson Av,4,h,1702000.0,S,Buxton,16/09/2017,10.4,4.0,1.0,1.0,762.0,,,-37.84162,145.10435,23
6 Medhurst St,3,h,980000.0,S,Barry,16/09/2017,14.7,3.0,1.0,1.0,590.0,,,-37.85029,145.13846,151
19 Davis Av,6,h,2835000.0,SP,Noel,16/09/2017,7.7,6.0,3.0,2.0,794.0,283.0,1970.0,-37.84317,145.05688,24
31 Kasouka Rd,3,h,2770000.0,S,Marshall,16/09/2017,7.7,3.0,2.0,2.0,593.0,,1991.0,-37.83176,145.0652,24
9 Lofty Av,5,h,2450000.0,VB,Jellis,16/09/2017,7.7,5.0,3.0,2.0,570.0,239.0,1926.0,-37.84136,145.08149,24
61 Belsize Av,2,h,1441000.0,S,Jellis,16/09/2017,10.1,2.0,1.0,1.0,551.0,,,-37.8926,145.05868999999996,27
67 Belsize Av,3,h,1510000.0,S,Ray,16/09/2017,10.1,3.0,2.0,2.0,560.0,,,-37.893,145.05861000000004,27
25 Byron St,2,t,850000.0,S,Woodards,16/09/2017,10.1,2.0,2.0,1.0,117.0,101.0,2007.0,-37.88592,145.04781,27
121 Leila Rd,3,h,1500000.0,S,Woodards,16/09/2017,10.1,3.0,2.0,2.0,603.0,,,-37.90206,145.05598,27
22A Mernda Av,3,h,1508000.0,S,Ray,16/09/2017,10.1,3.0,2.0,2.0,338.0,147.0,2011.0,-37.89235,145.04953999999995,27
40 Brumbys Rd,4,h,609000.0,S,Harcourts,16/09/2017,34.9,4.0,2.0,2.0,549.0,,2005.0,-38.09601,145.19633000000005,251
60 Carrington Cr,3,h,578000.0,S,Harcourts,16/09/2017,34.9,3.0,2.0,2.0,673.0,677.0,,-38.1046,145.19339,251
33 Baxter Av,3,h,875000.0,S,Ray,16/09/2017,27.0,3.0,1.0,3.0,534.0,127.0,1970.0,-38.04666,145.12354,227
54 Benkel Av,4,h,920000.0,VB,O'Brien,16/09/2017,17.9,4.0,2.0,2.0,530.0,,,-37.96531,145.08502,154
28 Elliott St,4,h,1165000.0,S,Nick,16/09/2017,17.9,4.0,2.0,2.0,594.0,,,-37.9727,145.07016000000004,154
38 Fairview Av,3,h,1201000.0,S,Ray,16/09/2017,17.9,3.0,2.0,3.0,638.0,156.0,1960.0,-37.95569,145.06588,154
39 Farm Rd,3,h,910000.0,S,O'Brien,16/09/2017,17.9,3.0,1.0,2.0,541.0,,,-37.96306,145.0803,154
45 Voltri St,4,h,1200000.0,SP,Buxton,16/09/2017,17.9,4.0,2.0,2.0,582.0,,,-37.97531,145.07943,154
22 Burton Av,3,h,2950000.0,S,Darras,16/09/2017,16.7,3.0,1.0,2.0,1040.0,,,-37.92614,145.11713,228
1/76 Scotsburn Av,3,u,810000.0,S,Buxton,16/09/2017,16.7,3.0,1.0,2.0,340.0,100.0,1955.0,-37.92559,145.10804,228
51 Ester Cr,3,h,850000.0,S,C21,16/09/2017,17.5,3.0,1.0,4.0,591.0,,,-37.93663,145.11236,252
60 Alexandra Pde,4,h,1010000.0,PI,Nelson,16/09/2017,3.6,4.0,3.0,1.0,193.0,,,-37.79395,144.98899,32
5 Noone St,2,h,980000.0,S,Nelson,16/09/2017,3.6,2.0,1.0,1.0,189.0,,,-37.79335,144.98911,32
7 Kewarren Ct,4,h,975000.0,SP,Nelson,16/09/2017,6.7,4.0,2.0,2.0,301.0,209.0,2005.0,-37.73697,144.97568,33
9A Methven St,3,t,880000.0,S,Brad,16/09/2017,6.7,3.0,1.0,1.0,771.0,104.0,2004.0,-37.74701,144.96369,33
9 Ryland St,3,h,841000.0,S,Peter,16/09/2017,6.7,3.0,1.0,3.0,533.0,150.0,1960.0,-37.72631,144.96274,34
54 Mater St,3,h,1300000.0,S,Jellis,16/09/2017,2.0,3.0,1.0,1.0,112.0,,,-37.79556,144.98873,35
382A Smith St,2,t,931000.0,S,Chambers,16/09/2017,2.0,2.0,1.0,1.0,109.0,90.0,2001.0,-37.79737,144.98492,35
2 Ravenwoods Wy,3,h,492000.0,S,hockingstuart,16/09/2017,20.6,3.0,2.0,2.0,255.0,184.0,2009.0,-37.59735,144.91118,155
14 Venetian Ct,3,h,858000.0,S,RW,16/09/2017,23.0,3.0,1.0,2.0,857.0,139.0,1960.0,-37.80244,145.29711,157
60 First Av,3,h,682000.0,S,O'Brien,16/09/2017,24.7,3.0,1.0,5.0,556.0,105.0,1987.0,-37.95788,145.21389,159
1 Hovell St,3,h,629500.0,SA,HAR,16/09/2017,14.8,3.0,1.0,6.0,534.0,,,-37.75504,144.77313999999996,263
32 Fernhill Dr,4,h,1281000.0,S,Buxton,16/09/2017,22.2,4.0,2.0,2.0,566.0,234.0,2000.0,-37.97215,145.12389,161
4/30 Fromhold Dr,3,t,751000.0,S,McGrath,16/09/2017,12.4,3.0,2.0,1.0,170.0,139.0,2010.0,-37.78267,145.14278000000004,36
5 Ryder Ct,5,h,1330000.0,S,Parkes,16/09/2017,14.3,5.0,3.0,3.0,751.0,439.0,1980.0,-37.76431,145.17778,162
5 Hakea St,3,h,469000.0,SP,C21,16/09/2017,28.8,3.0,1.0,2.0,585.0,101.0,1959.0,-37.99515,145.23244,229
8 Peppermint St,3,h,531000.0,SP,REMAX,16/09/2017,28.8,3.0,1.0,5.0,586.0,,,-37.99161,145.23278,229
2 Andrews St,4,h,1085000.0,PI,Morrison,16/09/2017,18.0,4.0,2.0,2.0,782.0,,,-37.70349,145.16281,165
119 Dalton St,3,h,915000.0,S,Fletchers,16/09/2017,18.0,3.0,2.0,2.0,795.0,146.0,1960.0,-37.72503,145.15142,165
11 Thornton St,4,h,890000.0,S,Morrison,16/09/2017,18.0,4.0,2.0,2.0,1010.0,,,-37.72881,145.13703999999996,165
11 Joyce St,3,h,1800000.0,VB,Marshall,16/09/2017,7.2,3.0,2.0,2.0,380.0,,1920.0,-37.88922,144.9896,39
10 Hastings Ct,3,h,600000.0,S,Love,16/09/2017,19.6,3.0,1.0,2.0,555.0,,,-37.64417,145.04043,166
20 Orlit Ct,3,h,647000.0,S,HAR,16/09/2017,19.6,3.0,2.0,4.0,614.0,,,-37.64035,145.05624,166
3/157 Deakin St,3,t,770000.0,VB,Nelson,16/09/2017,7.5,3.0,1.0,1.0,116.0,,2001.0,-37.73899,144.89291,40
50 Ogilvie St,3,h,1150000.0,S,Brad,16/09/2017,7.5,3.0,1.0,2.0,658.0,183.0,1950.0,-37.75009,144.89271000000005,40
25 Prince St,3,u,1170000.0,S,Brad,16/09/2017,8.2,3.0,2.0,1.0,292.0,,,-37.73727,144.8986,41
44 Separation St,4,h,1255000.0,S,McGrath,16/09/2017,5.7,4.0,1.0,1.0,368.0,148.0,1915.0,-37.77167,145.02015,42
7 Separation St,3,h,1300000.0,SP,Love,16/09/2017,5.7,3.0,2.0,4.0,579.0,113.0,1960.0,-37.77252,145.02546,42
15 Dorothy St,3,h,680000.0,SP,Purplebricks,16/09/2017,13.1,3.0,2.0,2.0,588.0,,,-37.69403,144.96674,117
34 Stanford Cl,3,h,670000.0,VB,Nelson,16/09/2017,13.1,3.0,2.0,2.0,350.0,,,-37.69592,144.96381,117
90 Bennett St,3,h,1400000.0,PI,McGrath,16/09/2017,3.6,3.0,2.0,,9338.0,,,-37.78101,144.98843,44
41 Parkmore Rd,4,h,950000.0,VB,Noel,16/09/2017,15.4,4.0,2.0,3.0,587.0,,,-37.84154,145.17606,167
5 Miranda Pl,4,h,650000.0,S,O'Brien,16/09/2017,38.0,4.0,2.0,2.0,710.0,,,-38.16802,145.14349,168
49 Fleetwood Cr,2,h,910000.0,S,Ray,16/09/2017,38.0,2.0,1.0,2.0,894.0,,,-38.16185,145.10976000000005,170
13 Leslie St,4,h,760000.0,S,Eview,16/09/2017,38.0,4.0,2.0,2.0,536.0,180.0,1965.0,-38.16363,145.11545,170
7 Wyralla Cr,6,h,650000.0,SP,Raine,16/09/2017,45.9,6.0,2.0,2.0,1301.0,,,-37.50733,144.58666000000005,171
5 Gatis St,3,h,1738000.0,S,Jellis,16/09/2017,7.3,3.0,2.0,2.0,692.0,,,-37.85672,145.09098999999995,47
